Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SAN,"Banco Santander, S.A.",4.72,$76.64B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",21.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,40.78,$9.81B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BCTF,"Bancorp 34, Inc.",14.79,$50.25M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BKJ,"Bancorp of New Jersey, Inc",13.07,$95.35M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bkj
BXS,BancorpSouth Bank,27.16,$2.71B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs
BCV^A,Bancroft Fund Limited,25.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcv^a
BCV,Bancroft Fund Limited,18.83,$99.41M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcv
BAND,Bandwidth Inc.,41.27,$798.78M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BFC,Bank First National Corporation,47,$312.3M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.a
BAC,Bank of America Corporation,25.58,$251.05B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,25.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,25.63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,25.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,20.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,24.87,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1256.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,25.61,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,25.6429,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,19.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,19.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,21.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,21.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOCH,Bank of Commerce Holdings (CA),11,$179.67M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BOH,Bank of Hawaii Corporation,70.25,$2.93B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMRC,Bank of Marin Bancorp,42.85,$599.34M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,41.6338,$41.63M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BMO,Bank Of Montreal,67.28,$43.01B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),32.28,$1.79B,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),47.91,$47.37B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),23.7883,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),51.18,$62.8B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKSC,Bank of South Carolina Corp.,18.4899,$101.9M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",13.05,$57.14M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZK,Bank OZK,24.46,$3.15B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk
BSVN,Bank7 Corp.,14.8,$150.78M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn
BFIN,BankFinancial Corporation,15.59,$264.97M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BKU,"BankUnited, Inc.",31.72,$3.27B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BWFG,"Bankwell Financial Group, Inc.",28.9,$226.64M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,54.74,$1.95B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,30.32,$1.73B,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
BHB,"Bar Harbor Bankshares, Inc.",24.12,$374.1M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bhb
BCS,Barclays PLC,7.88,$33.75B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
DFVL,Barclays PLC,60.34,$4.3M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,31.5,$3.65M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBS,Barclays PLC,17.5818,$15.29M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,55.0347,$4.56M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,36.95,$4.79M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,75.06,$4.79M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,19.107,$50.34M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,66.29,$4.62M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,29.2917,$4.3M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,23.1999,$15.53M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BBDC,"Barings BDC, Inc.",9.49,$486.69M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,14.9019,$298.2M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,15.0494,$157.92M,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",4.53,$215.45M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",7.6,$554.95M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",54.28,$2.78B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
BRN,"Barnwell Industries, Inc.",1.38,$11.42M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/brn
BBSI,"Barrett Business Services, Inc.",58.1,$428.84M,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
GOLD,Barrick Gold Corporation,13.09,$15.28B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
BAS,"Basic Energy Services, Inc.",4.9,$130.15M,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BSET,"Bassett Furniture Industries, Incorporated",21.09,$224.36M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
ZTEST,BATS BZX Exchange,10,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ztest
BHC,Bausch Health Companies Inc.,21.25,$7.43B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,66.5,$35.39B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BCML,BayCom Corp,23.23,$252.49M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bcml
BTE,Baytex Energy Corp,1.9,$1.05B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,45.25,$34.87B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.189,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,24.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,22.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,22.901,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,24.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,11.85,$2.42B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,5.7,$553.13M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCBP,"BCB Bancorp, Inc. (NJ)",11,$173.82M,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BCE,"BCE, Inc.",39.87,$35.81B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BECN,"Beacon Roofing Supply, Inc.",34.08,$2.34B,2004,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",4.39,$120.65M,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
BZH,"Beazer Homes USA, Inc.",10.66,$351.27M,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",216.99,$58.47B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",56.13,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BBBY,Bed Bath & Beyond Inc.,11.95,$1.65B,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",127.86,$7.59B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,16.1,$197.18M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,18.33,$224.49M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfb
BDC,Belden Inc,44.19,$1.78B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,61.8096,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,0.5398,$43.67M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bxe
BLPH,"Bellerophon Therapeutics, Inc.",0.86,$50.46M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",3.43,$148.73M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blcm
BEL,Belmond Ltd.,24.85,$3.01B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",45.8,$4.17B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",21.36,$933.65M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BNCL,"Beneficial Bancorp, Inc.",14.78,$1.11B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",46.13,$1.47B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,1.4024,$18.02M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,0.175,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntcw
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",28.01,$1.27B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",47.88,$6.28B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BRY,Berry Petroleum Corporation,9.64,$787.12M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bry
BBY,"Best Buy Co., Inc.",52.75,$14.2B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BSTI,BEST Inc.,4.5,$1.74B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/bsti
BYSI,"BeyondSpring, Inc.",18.5,$428.73M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bysi
BGSF,BG Staffing Inc,21.1,$214.33M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/bgsf
BGCP,"BGC Partners, Inc.",5.63,$1.86B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgcp
BHP,BHP Group Limited,49.22,$124.47B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,42.77,$108.16B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BGFV,Big 5 Sporting Goods Corporation,3.06,$65.57M,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bgfv
BIG,"Big Lots, Inc.",30.09,$1.21B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BRPA,Big Rock Partners Acquisition Corp.,10.19,$92.07M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpa
BRPAR,Big Rock Partners Acquisition Corp.,0.35,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpar
BRPAU,Big Rock Partners Acquisition Corp.,10.55,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpau
BRPAW,Big Rock Partners Acquisition Corp.,0.3,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpaw
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bh.a
BH,Biglari Holdings Inc.,124.95,$258.36M,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BILI,Bilibili Inc.,13.7,$2.65B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/bili
BASI,"Bioanalytical Systems, Inc.",1.3,$13.32M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/basi
ORPN,Bioblast Pharma Ltd.,0.99,$3.33M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orpn
BIOC,"Biocept, Inc.",0.9555,$3.88M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",8.62,$945.11M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcrx
BDSI,"BioDelivery Sciences International, Inc.",3.87,$273.58M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bdsi
BFRA,Biofrontera AG,11.9,$265.21M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bfra
BIIB,Biogen Inc.,318.33,$64.14B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/biib
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,36.86,$1.63B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BHTG,"BioHiTech Global, Inc.",2.0752,$30.41M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bhtg
BKYI,"BIO-key International, Inc.",0.95,$13.28M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bkyi
BIOL,"Biolase, Inc.",1.08,$22.31M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/biol
BLFS,"BioLife Solutions, Inc.",11.78,$217.93M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/blfs
BLRX,BioLineRx Ltd.,0.4901,$56.33M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,87.1,$15.51B,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmrn
BMRA,"Biomerica, Inc.",1.9609,$17.58M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bmra
BNGO,"Bionano Genomics, Inc.",5.02,$50.36M,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bngo
BNGOW,"Bionano Genomics, Inc.",1.0801,n/a,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bngow
BVXV,BiondVax Pharmaceuticals Ltd.,4.87,$31.83M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxv
BVXVW,BiondVax Pharmaceuticals Ltd.,0.92,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxvw
BPTH,"Bio-Path Holdings, Inc.",0.205,$2.79M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpth
BPMX,BioPharmX Corporation,0.1164,$24.77M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmx
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BIO,"Bio-Rad Laboratories, Inc.",226.28,$6.78B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIOS,"BioScrip, Inc.",3.42,$437.9M,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/bios
BSGM,"BioSig Technologies, Inc.",4.38,$72.99M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/bsgm
BSTC,BioSpecifics Technologies Corp,61.44,$447.17M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bstc
TECH,Bio-Techne Corp,144.49,$5.46B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech
BEAT,"BioTelemetry, Inc.",57.72,$1.92B,2008,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/beat
BTX,"BioTime, Inc.",1.02,$129.42M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/btx
BTAI,"BioXcel Therapeutics, Inc.",5.22,$81.67M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/btai
BGI,Birks Group Inc.,0.9421,$16.92M,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/bgi
BCAC,Bison Capital Acquisition Corp.,10.4,$82.98M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcac
BCACR,Bison Capital Acquisition Corp.,0.2799,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcacr
BCACU,Bison Capital Acquisition Corp.,10.89,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcacu
BCACW,Bison Capital Acquisition Corp.,0.35,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcacw
BITA,Bitauto Holdings Limited,20.61,$1.5B,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BJRI,"BJ&#39;s Restaurants, Inc.",51.36,$1.09B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bjri
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",22.74,$3.11B,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj
BKTI,"BK Technologies, Inc.",4.15,$55.44M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/bkti
BBOX,Black Box Corporation,1.09,$16.61M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bbox
BKH,Black Hills Corporation,62.79,$3.77B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",45.38,$6.78B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki
BRAC,Black Ridge Acquisition Corp.,10.05,$177.83M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brac
BRACR,Black Ridge Acquisition Corp.,0.349,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/bracr
BRACU,Black Ridge Acquisition Corp.,10.5,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/bracu
BRACW,Black Ridge Acquisition Corp.,0.25,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/bracw
BSM,"Black Stone Minerals, L.P.",15.64,$3.2B,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm
BLKB,"Blackbaud, Inc.",63.24,$3.07B,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blkb
BB,BlackBerry Limited,7.23,$3.91B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb
BL,"BlackLine, Inc.",40.59,$2.22B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bl
BGIO,BlackRock 2022 Global Income Opportunity Trust,8.47,$187.43M,2017,n/a,n/a,https://www.nasdaq.com/symbol/bgio
BFZ,BlackRock California Municipal Income Trust,12.28,$391.77M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,14.18,$625.64M,2004,n/a,n/a,https://www.nasdaq.com/symbol/cii
BKCC,BlackRock Capital Investment Corporation,5.6,$390.51M,2007,n/a,n/a,https://www.nasdaq.com/symbol/bkcc
BHK,Blackrock Core Bond Trust,12.47,$672.57M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",9.54,$1.19B,2003,n/a,n/a,https://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,11.44,$1.22B,2006,n/a,n/a,https://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",10.17,$537.57M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,11.24,$335.24M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,7.9,$1.48B,2005,n/a,n/a,https://www.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",12.98,$75.88M,2005,n/a,n/a,https://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,12.21,$454.61M,2003,n/a,n/a,https://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,14.2189,$79.09M,2003,n/a,n/a,https://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,11.8,$279.27M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgt
